|character|text|type|character_clean|gender|principal_character
958||"Frank pulls a girl off Teddy's lap and points him toward
the door. Jackie watches them leave."|stage direction|||
959||221   EXT. JACKIE'S CLUB - DUSK                                         221|location|||
960||They emerge from the building to where Jimmy waits.|stage direction|||
961|TEDDY|Give me the keys; take a cab home.|speech|TEDDY|M|True
962||222   INT. TEDDY'S CAR - MOVING - NIGHT                                 222|location|||
963||Frank and Teddy driving in silence.        Eventually -|stage direction|||
964|FRANK|You don't go over there any more.|speech|FRANK|M|True
965||"Teddy doesn't like it, but nods. Suddenly his face is
illuminated by light reflecting in the rear view mirror, an
unmarked police car behind them, flashing its brights."|stage direction|||
966|FRANK|"It's all right, pull over, what are they
going to do? Give us a ticket?"|speech|FRANK|M|True
967||But Teddy isn't as calm as he begins to pull over.|stage direction|||
968||85.|unknown|||
969||223   EXT. GARMENT WAREHOUSE DISTRICT - NY - LATE AFTERNOON           223|location|||
970||"As Trupo and his partner climb out of their car and approach
Teddy's -"|stage direction|||
971||"TEDDY
Frank?   Some of it's in the trunk."|unknown|||
972||"Frank regards him with utter disbelief. Teddy shies as if
he expects to get hit. The SIU detectives arrive."|stage direction|||
973||"TRUPO
Hello, Frank.
FRANK
Detective. How's it going?        You have a
nice Thanksgiving?
TRUPO
I did not, as a matter of fact.       Get out
of the car."|unknown|||
974||The Lucases climb out.|stage direction|||
975||"FRANK
Where's the Shelby?
TRUPO
The Shelby's gone, Frank."|unknown|||
976||"Trupo reaches in the driver's side window, takes the keys
from the ignition and comes around to the trunk. Frank and
Teddy exchange a glance as it opens. Silence. Then -"|stage direction|||
977||"TRUPO
Want to come over here a minute, Frank?"|unknown|||
978||"Six kilos of heroin are illuminated by the trunk light.
Frank and Trupo regard it in silence. Then -"|stage direction|||
979||"TRUPO
Now what are we gonna do about this?
FRANK
We're gonna shut the trunk and say good
night, forget you pulled us over.
TRUPO
I got a better idea."|unknown|||
980||"Trupo reaches into the trunk, picks up two of the heroin
bricks, tucks them under his arm and looks at Frank -"|stage direction|||
981||"(CONT)
86."|unknown|||
982||223    CONTINUED:                                                         223|location|||
983||"TRUPO
Or would you rather I took it all and
threw you and your brother in the fuckin
river?
FRANK
I don't know, would you rather it's your
fuckin house blows up next time?
They hold each others' stare for a long moment.
TRUPO
I loved that car.
FRANK
I know.
Trupo closes the trunk and walks away with his cut of the
heroin, calling to his partner -
TRUPO
Let's go.
As the SIU cops walk to their car, the perspective shifts,
through binoculars: Richie watching."|unknown|||
984||A224   INT. TEDDY'S CAR / STREET - LATER - NIGHT                          A224|location|||
985||"From outside the driver's side, Teddy's head, inside the
car, suddenly smashes against the window, cracking it. His
groan is interrupted by Frank's muffled voice -
FRANK
Don't you ever put me in a car with dope
in it."|unknown|||
986||224    INT. RICHIE'S APARTMENT - NIGHT                                     224|location|||
987||"Richie comes in, opens the fridge and stares in, his mind
elsewhere. A ringing phone pulls him out of it.
RICHIE
Yeah.   Tony.    How's it going?"|unknown|||
988||225    INT/EXT. TONY ZACA'S HOUSE - DAY                                    225|location|||
989||"Tony's wife and daughters can be seen in the suburban
backyard. Here in the kitchen Tony and Richie watch kernels
of popcorn bounce off the inside walls of the first Amana
microwave oven. It's noisier than modern ones.
RICHIE
The fuck is a `micro' wave?
(CONT)
87."|unknown|||
990||225   CONTINUED:                                                       225|location|||
991|TONY|"It's a scientific force like atomic
energy. It rearranges the molecules."|speech|TONY|F|True
992||RICHIE|unknown|||
993|TONY|Of what.|speech|TONY|F|True
994|TONY|"Of anything. Of popcorn. You don't
want to put your head in there."|speech|TONY|F|True
995||"Tony rakes out the plain, `pre-microwaveable' popcorn,
using his hand. Gives some to Richie. Half of it's burnt."|stage direction|||
996|TONY|"I can get you one of these. Just like
this, brand new. I'll have it delivered."|speech|TONY|F|True
997||RICHIE|unknown|||
998|TONY|No, thanks.   I don't want one.|speech|TONY|F|True
999||"Tony hands Richie some snapshots: The Zaca family on the
slopes of a resort, and in and outside a beautiful snow-
dotted cabin."|stage direction|||
1000|RICHIE|This is nice, where's this?|speech|RICHIE|M|True
1001||TONY|unknown|||
1002|RICHIE|Aspen.   Just got back.    Had a great time.|speech|RICHIE|M|True
1003|RICHIE|I'd like to ski Aspen some day.|speech|RICHIE|M|True
1004|TONY|"Know who we met? Burt Reynolds. I'm not
kidding. Lot of people from Hollywood go
up there now, buying up everything."|speech|TONY|F|True
1005|RICHIE|This is your place?|speech|RICHIE|M|True
1006|TONY|"Are you kidding? You know what it's
worth? Ski-in-ski-out, five bedrooms,
sauna, everything. We were guests."|speech|TONY|F|True
1007||(pause)|unknown|||
1008|TONY|No ... No, that's your place.|speech|TONY|F|True
1009||"Everything seems to stop. Richie becomes aware of the
sounds around them, the girls splashing around outside ..."|stage direction|||
1010||"(CONT)
88."|unknown|||
1011||225   CONTINUED:                                                       225|location|||
1012|TONY|"Isn't there something we can do - about
leaving the big guy alone? You know who
I mean."|speech|TONY|F|True
1013||"What Richie knows is that no matter what he does or says at
this point he's got a problem."|stage direction|||
1014|RICHIE|"If I don't report what you just said
to me, you know I could be in a lot of
trouble. If I do, then it's you."|speech|RICHIE|M|True
1015|TONY|I'm hoping you won't do that.|speech|TONY|F|True
1016||"Richie considers the room itself, measuring the odds of
microphones and a recorder being in it somewhere."|stage direction|||
1017|TONY|"I'm not taping it. How do you know?
Because we're friends and I'm telling
you. This is a real offer."|speech|TONY|F|True
1018|RICHIE|From who, your uncle?|speech|RICHIE|M|True
1019||(Tony doesn't say)|unknown|||
1020|RICHIE|"Why would you do this? Why would you
risk our friendship?"|speech|RICHIE|M|True
1021|TONY|Because I care what happens to you.|speech|TONY|F|True
1022|RICHIE|You shouldn't have done it.|speech|RICHIE|M|True
1023||TONY|unknown|||
1024|RICHIE|"I had to. I had no choice. Neither do
you. Leave Frank Lucas alone."|speech|RICHIE|M|True
1025|RICHIE|"He's not important enough for you to do
this."|speech|RICHIE|M|True
1026||TONY|unknown|||
1027|RICHIE|Yes, he is.|speech|RICHIE|M|True
1028||Richie stares at Tony, then puts the pictures in his hand.|stage direction|||
1029|RICHIE|"Tell Marie I'm sorry I had to leave.
You can tell her why."|speech|RICHIE|M|True
1030||89.|unknown|||
1031||226     INT. NARCOTICS SQUAD HQ - LATER - NIGHT                       226|location|||
1032||"Alone in the empty building, he stares at the T.O.: The
higher echelon Italians like Tosca; lower echelon Harlem
guys like Charlie Williams and Frank Lucas.
He gets up then, untacks Frank's photograph from its lowly
position and moves it to a place no black has ever occupied -
to the top of the pyramid - above the mafia."|unknown|||
1033||"227 - 230 OMIT                                          227 - 230 OMIT
A231    INT. NARCOTICS SQUAD HQ - DAY                                A231"|location|||
1034||"Toback regards Frank's picture at top of the Lucas T.O.
RICHIE
INS, FBI, IRS - I can't get anything out
of them. Nothing on his travel, his bank
accounts, property holdings - nothing.
TOBACK
That's because they all think you're on
the take and you think they are.
RICHIE
They don't want this to stop. It
employs too many people. Cops, lawyers,
judges, probation officers, prison
guards. The day dope stops coming into
this country, a hundred thousand people
lose their jobs.
Toback isn't as sure the corruption of the official world is
that complete."|unknown|||
1035||"Richie.   Excuse me.
Spearman gestures to a couple of men in suits who want to
talk to him."|unknown|||
1036||B231    INT. NARCOTICS SQUAD HQ - LATER - DAY                        B231|location|||
1037||"Richie and Tobacke regard the two stone-faced FBI agents -
RICHIE
Who took it out?
(nothing from the agents)
If there's a contract on me, it would be
nice to know who took it out.
(CONT)
90."|unknown|||
1038||B231   CONTINUED:                                                        B231|location|||
1039||"FBI AGENT
We can't say without compromising our
source. You understand.
RICHIE
No.    I don't. Not when it's my life.
FBI AGENT
If you want, we can assign someone to
you.
RICHIE
Who?    FBI?   You're going to protect me?
Richie almost laughs at the thought, looks to Toback.             In
fact, none of this is funny."|unknown|||
1040||C231   EXT. STREET - NEWARK - NIGHT                                      C231|location|||
1041||"Walking toward his apartment down its dark street, bag of
groceries in arm, Richie becomes aware someone is following
him. He slows to let the figure get closer, closer, then
turns fast, drops the guy and puts a gun to his head.
MAN
Don't shoot!    For God's sake.
Richie keeps the gun pressed against the guy's forehead.
RICHIE
Talk.
MAN
Are you Richard Roberts?      I got a
subpoena."|unknown|||
1042||231    INT. COURTROOM - NEWARK - DAY                                      231|location|||
1043||"Richie and Laurie sit with their respective lawyers, waiting
for the judge to appear. He leans over -
RICHIE
Laurie. I'm sorry I couldn't give you
the kind of life you wanted. I'm sorry
it was never enough. But don't punish me
for being honest. Don't take my son
away.
She stares at him in disbelief.        Then responds in a louder
voice than his -
(CONT)
91."|unknown|||
1044||231   CONTINUED:                                                      231|location|||
1045|LAURIE|"What are you saying? That because you
were ""honest"" and didn't take money like
every other cop, I left you?"|speech|LAURIE|F|
1046||The bailiff looks over, but she doesn't care.|stage direction|||
1047|LAURIE|"You don't take money for one reason:
to buy being dishonest about everything
else. And that's worse than taking money
nobody gives a shit about - drug money,
gambling money nobody's gonna miss."|speech|LAURIE|F|
1048||(more people look over)|unknown|||
1049|LAURIE|"I'd rather you took it and been honest
with me. Or don't take it, I don't care.
But don't then go cheat on me. Don't
cheat on your kid by never being around.
Don't go out and get laid by your
snitches and secretaries and strippers.
I can tell just by looking, she's one
of them."|speech|LAURIE|F|
1050||His lawyer.    Which is true.    Everyone's watching them now.|stage direction|||
